Name:
HDR-T;HDR-CE;HDR-SE;HDR-V;FSC-A;SSC-A;V1-A;B1-A;R1-A
Username:
HDR-T;HDR-CE;HDR-SE;HDR-V;FSC-A;SSC-A;V1 VioBlue-A;B1 FITC-A;R1 APC-A
Id:
0;0;0;0;1;2;3;5;8
Resolution:
4;4;4;4;4;4;4;4;4
Data min:
0.;0.;0.;0.;0.;0.;0.;0.;0.
Data max:
40.48320007324219;1000.;1000.;25.;1000.;1000.;1000.;1000.;1000.
Format:
Linear;Linear;Linear;Linear;Linear;Linear;Linear;Linear;Linear
Scale:
Linear;Linear;Linear;Linear;Hyperlogarithmic;Hyperlogarithmic;Hyperlogarithmic;Hyperlogarithmic;Hyperlogarithmic
Data factor:
2.470160461962223e-002;1.000000047497451e-003;1.000000047497451e-003;3.999999910593033e-002;1.000000047497451e-003;1.000000047497451e-003;1.000000047497451e-003;1.000000047497451e-003;1.000000047497451e-003
Gain:
1.;1.;1.;1.;1.;1.;1.;1.;1.
Data:
8.858157694339752e-002;2.286666713189334e-004;2.286666713189334e-004;5.996000021696091e-002;6.142754480242729e-002;1.567069627344608e-002;2.137658186256886e-002;5.269823968410492e-002;1.524923462420702e-002
8.931528776884079e-002;2.293333382112905e-004;2.293333382112905e-004;5.996000021696091e-002;5.058333277702332e-002;9.387131780385971e-003;9.315332397818565e-003;9.857540717348456e-004;2.051937393844128e-003
8.984240889549255e-002;2.300000051036477e-004;2.300000051036477e-004;5.996000021696091e-002;7.831810414791107e-002;1.99948288500309e-002;1.822858490049839e-002;4.736590757966042e-002;1.640416495501995e-002
8.995632082223892e-002;2.306666719960049e-004;2.306666719960049e-004;5.996000021696091e-002;5.49972765147686e-002;1.073249243199825e-002;1.002633571624756e-002;8.765548700466752e-004;2.955088159069419e-003
8.998920023441315e-002;2.309999981662259e-004;2.309999981662259e-004;5.996000021696091e-002;5.866169929504395e-002;1.577833294868469e-002;9.828505106270313e-003;1.261547557078302e-003;3.330779960379005e-003
9.028693288564682e-002;2.31666665058583e-004;2.31666665058583e-004;5.996000021696091e-002;5.956354737281799e-002;1.330361887812614e-002;1.642277091741562e-002;3.561685606837273e-002;9.242398664355278e-003
9.044791013002396e-002;2.320000057807192e-004;2.320000057807192e-004;5.996000021696091e-002;7.113739848136902e-002;1.301438640803099e-002;1.279681362211704e-002;1.416746713221073e-002;1.497160457074642e-002
9.049064666032791e-002;2.323333319509402e-004;2.323333319509402e-004;5.996000021696091e-002;4.902451485395432e-002;1.146345585584641e-002;1.045787613838911e-002;8.178901858627796e-003;4.396713338792324e-003
9.059490263462067e-002;2.326666726730764e-004;2.326666726730764e-004;5.996000021696091e-002;6.981758773326874e-002;1.442263182252646e-002;1.83618925511837e-002;4.367006942629814e-002;1.209126133471727e-002
9.06720906496048e-002;2.329999988432974e-004;2.329999988432974e-004;5.996000021696091e-002;5.942363664507866e-002;1.684027723968029e-002;9.502073749899864e-003;1.120551838539541e-003;1.898127840831876e-003
9.104017168283463e-002;2.336666657356545e-004;2.336666657356545e-004;5.996000021696091e-002;5.269540846347809e-002;1.059604901820421e-002;9.094009175896645e-003;9.680702351033688e-004;2.328908303752542e-003
9.108909219503403e-002;2.340000064577907e-004;2.340000064577907e-004;5.996000021696091e-002;5.37850558757782e-002;1.035742275416851e-002;9.691046550869942e-003;1.297016511671245e-003;2.3123265709728e-003
9.111642837524414e-002;2.343333326280117e-004;2.343333326280117e-004;5.996000021696091e-002;5.914955586194992e-002;1.220620796084404e-002;9.339308366179466e-003;3.67409666068852e-004;2.31272098608315e-003
9.121473133563995e-002;2.346666587982327e-004;2.346666587982327e-004;5.996000021696091e-002;6.152790039777756e-002;1.391534600406885e-002;1.610255055129528e-002;3.681443259119988e-002;1.463742554187775e-002
9.135714173316956e-002;2.349999995203689e-004;2.349999995203689e-004;5.996000021696091e-002;7.166501134634018e-002;1.659133285284042e-002;1.59001387655735e-002;3.218042850494385e-002;1.442110911011696e-002
9.137248247861862e-002;2.353333256905899e-004;2.353333256905899e-004;5.996000021696091e-002;5.042226985096932e-002;9.748524986207485e-003;1.009620912373066e-002;1.510669681010768e-004;3.563607111573219e-003
9.16084349155426e-002;2.363333333050832e-004;2.363333333050832e-004;6.159999966621399e-002;6.4194455742836e-002;1.357779279351234e-002;1.296618580818176e-002;2.708037942647934e-002;1.803234592080116e-002
9.161197394132614e-002;2.366666594753042e-004;2.366666594753042e-004;6.159999966621399e-002;7.772449404001236e-002;1.72724723815918e-002;1.963724568486214e-002;6.28078505396843e-002;2.010355703532696e-002
9.172365069389343e-002;2.376666670897976e-004;2.376666670897976e-004;6.159999966621399e-002;5.119170621037483e-002;1.369711570441723e-002;1.126907020807266e-002;9.358505718410015e-003;3.340319497510791e-003
9.180272370576859e-002;2.379999932600185e-004;2.379999932600185e-004;6.159999966621399e-002;5.537282302975655e-002;1.181733049452305e-002;1.100187096744776e-002;1.524327229708433e-002;7.38524692133069e-003
9.196440875530243e-002;2.386666601523757e-004;2.386666601523757e-004;6.159999966621399e-002;6.483899801969528e-002;2.059707418084145e-002;1.223958004266024e-002;1.30304666236043e-002;8.418026380240917e-003
9.226816892623901e-002;2.393333270447329e-004;2.393333270447329e-004;6.159999966621399e-002;5.061504989862442e-002;1.066753827035427e-002;8.965983055531979e-003;7.179349195212126e-004;1.92216585855931e-003
9.240535646677017e-002;2.3999999393709e-004;2.3999999393709e-004;6.159999966621399e-002;5.359121412038803e-002;1.355736795812845e-002;9.545977227389813e-003;5.902345292270184e-004;2.740992233157158e-003
9.241717308759689e-002;2.403333346592262e-004;2.403333346592262e-004;6.159999966621399e-002;6.699331104755402e-002;1.450156327337027e-002;1.925076171755791e-002;5.358637124300003e-002;2.380931191146374e-002
9.25406813621521e-002;2.406666608294472e-004;2.406666608294472e-004;6.159999966621399e-002;5.080067366361618e-002;9.3422532081604e-003;8.959734812378883e-003;6.816860404796898e-004;1.75464921630919e-003
9.254119545221329e-002;2.410000015515834e-004;2.410000015515834e-004;6.159999966621399e-002;6.851280480623245e-002;1.591095887124538e-002;1.741057261824608e-002;3.958331793546677e-002;1.323228422552347e-002
9.275220334529877e-002;2.413333277218044e-004;2.413333277218044e-004;6.159999966621399e-002;4.754618927836418e-002;1.04428818449378e-002;8.805542252957821e-003;5.360782379284501e-004;2.549502532929182e-003
9.276103973388672e-002;2.416666684439406e-004;2.416666684439406e-004;6.159999966621399e-002;6.444548070430756e-002;1.569828204810619e-002;1.038934756070375e-002;1.137854065746069e-003;9.379555471241474e-003
9.33978334069252e-002;2.423333353362978e-004;2.423333353362978e-004;6.159999966621399e-002;6.490220874547958e-002;1.387090142816305e-002;1.783221028745174e-002;5.790171399712563e-002;1.1098294518888e-002
9.389401972293854e-002;2.426666615065187e-004;2.426666615065187e-004;6.159999966621399e-002;6.622891128063202e-002;1.332622766494751e-002;1.661025546491146e-002;2.434429526329041e-002;7.915528491139412e-003
9.42172184586525e-002;2.433333283988759e-004;2.433333283988759e-004;6.328000128269196e-002;5.310002714395523e-002;1.065109204500914e-002;9.959930554032326e-003;5.975030944682658e-004;3.247338579967618e-003
9.436442703008652e-002;2.439999952912331e-004;2.439999952912331e-004;6.328000128269196e-002;5.560136586427689e-002;1.453575771301985e-002;9.366369806230068e-003;1.263676793314517e-003;4.826963413506746e-003
9.437107294797897e-002;2.44333321461454e-004;2.44333321461454e-004;6.328000128269196e-002;6.615027040243149e-002;1.467023883014917e-002;1.997878216207027e-002;4.955771565437317e-002;2.067233435809612e-002
9.496233612298966e-002;2.453333290759474e-004;2.453333290759474e-004;6.328000128269196e-002;6.573990732431412e-002;1.923043839633465e-002;1.930323801934719e-002;4.949169605970383e-002;5.029604956507683e-002
9.543423354625702e-002;2.463333366904408e-004;2.463333366904408e-004;6.328000128269196e-002;7.067973166704178e-002;1.749441027641296e-002;1.28807919099927e-002;2.107135206460953e-002;9.72361583262682e-003
9.565755724906921e-002;2.466666628606618e-004;2.466666628606618e-004;6.328000128269196e-002;5.859402939677239e-002;1.539087574928999e-002;1.69320423156023e-002;2.896609716117382e-002;1.235583983361721e-002
9.594931453466415e-002;2.476666704751551e-004;2.476666704751551e-004;6.328000128269196e-002;7.005362212657929e-002;1.647178642451763e-002;9.753883816301823e-003;2.717755502089858e-003;5.006425082683563e-003
9.600686281919479e-002;2.483333228155971e-004;2.483333228155971e-004;6.328000128269196e-002;6.147590279579163e-002;1.182735152542591e-002;9.561416693031788e-003;4.600102256517857e-004;6.974402349442244e-003
9.625837206840515e-002;2.486666780896485e-004;2.486666780896485e-004;6.328000128269196e-002;5.406560376286507e-002;1.160246040672064e-002;1.023696456104517e-002;6.594756152480841e-003;8.753251284360886e-003
9.69485342502594e-002;2.500000118743628e-004;2.500000118743628e-004;6.495999544858933e-002;6.692618131637573e-002;2.06596851348877e-002;9.254926815629005e-003;1.578917377628386e-003;3.094265470281243e-003
9.744404256343842e-002;2.503333380445838e-004;2.503333380445838e-004;6.495999544858933e-002;5.410697683691979e-002;1.491290144622326e-002;1.217817794531584e-002;1.723307371139526e-002;5.468570627272129e-003
9.757897257804871e-002;2.509999903850257e-004;2.509999903850257e-004;6.495999544858933e-002;5.782883986830711e-002;1.140314806252718e-002;9.678259491920471e-003;6.696245982311666e-004;4.040306434035301e-003
9.781645238399506e-002;2.523333241697401e-004;2.523333241697401e-004;6.495999544858933e-002;8.024418354034424e-002;1.61210261285305e-002;1.061431411653757e-002;9.66678187251091e-003;7.323337253183126e-003
9.806679934263229e-002;2.526666794437915e-004;2.526666794437915e-004;6.495999544858933e-002;7.751705497503281e-002;1.699269562959671e-002;1.629316061735153e-002;3.424448147416115e-002;9.889052249491215e-003
9.829062968492508e-002;2.533333317842335e-004;2.533333317842335e-004;6.495999544858933e-002;5.422312393784523e-002;1.623094640672207e-002;2.014476433396339e-002;5.211379006505013e-002;2.331128343939781e-002
9.846214950084686e-002;2.536666579544544e-004;2.536666579544544e-004;6.495999544858933e-002;4.938542097806931e-002;9.809658862650394e-003;9.713209234178066e-003;3.04070272250101e-004;2.180771203711629e-003
9.849123656749725e-002;2.540000132285059e-004;2.540000132285059e-004;6.495999544858933e-002;5.856900662183762e-002;1.206659246236086e-002;9.275494143366814e-003;8.994631352834404e-004;4.654784221202135e-003
9.893514215946198e-002;2.549999917391688e-004;2.549999917391688e-004;6.495999544858933e-002;6.672219187021256e-002;2.002483606338501e-002;2.080582641065121e-002;9.060986340045929e-002;3.905077278614044e-002
9.894730150699616e-002;2.553333470132202e-004;2.553333470132202e-004;6.495999544858933e-002;5.831919237971306e-002;1.624277420341969e-002;9.442641399800777e-003;1.545083709061146e-003;4.838643595576286e-003
9.900981187820435e-002;2.556666731834412e-004;2.556666731834412e-004;6.495999544858933e-002;6.600837409496307e-002;1.798978447914124e-002;1.831796206533909e-002;4.978056624531746e-002;1.581987738609314e-002
9.931939840316773e-002;2.563333255238831e-004;2.563333255238831e-004;6.495999544858933e-002;6.796935945749283e-002;1.509157009422779e-002;1.86452716588974e-002;4.410824179649353e-002;4.173535853624344e-002
9.935817867517471e-002;2.566666516941041e-004;2.566666516941041e-004;6.495999544858933e-002;7.053963094949722e-002;1.537702232599258e-002;1.26334261149168e-002;1.788833178579807e-002;7.82201811671257e-003
9.944909811019898e-002;2.570000069681555e-004;2.570000069681555e-004;6.495999544858933e-002;6.587202847003937e-002;1.77589226514101e-002;9.494388476014137e-003;2.660479163751006e-003;4.467146471142769e-003
9.982404112815857e-002;2.576666593085975e-004;2.576666593085975e-004;6.659999489784241e-002;6.138570979237557e-002;1.259561814367771e-002;9.381165727972984e-003;1.468856120482087e-003;2.072289353236556e-003
9.995889663696289e-002;2.579999854788184e-004;2.579999854788184e-004;6.659999489784241e-002;5.700946599245071e-002;1.237500831484795e-002;9.874026291072369e-003;4.718720156233758e-004;2.959513803943992e-003
0.1000218316912651;2.583333407528698e-004;2.583333407528698e-004;6.659999489784241e-002;6.664656102657318e-002;1.89395397901535e-002;9.499623440206051e-003;1.647489843890071e-003;7.020553108304739e-003
0.1000450551509857;2.586666669230908e-004;2.586666669230908e-004;6.659999489784241e-002;5.737845227122307e-002;1.289728842675686e-002;1.183896884322166e-002;1.515344250947237e-002;9.290685877203941e-003
0.1000941321253777;2.593333192635328e-004;2.593333192635328e-004;6.659999489784241e-002;5.133862793445587e-002;1.026886980980635e-002;9.580556303262711e-003;8.990500937215984e-004;1.693552709184587e-003
0.1003048643469811;2.596666745375842e-004;2.596666745375842e-004;6.659999489784241e-002;5.301470309495926e-002;1.202425081282854e-002;9.395168162882328e-003;7.647721213288605e-004;5.650204606354237e-003
0.100492462515831;2.600000007078052e-004;2.600000007078052e-004;6.659999489784241e-002;5.037567764520645e-002;1.455539558082819e-002;8.727489039301872e-003;5.415878258645535e-004;1.642240444198251e-003
0.1005609408020973;2.603333268780261e-004;2.603333268780261e-004;6.659999489784241e-002;5.182356014847755e-002;1.524834055453539e-002;1.720837317407131e-002;3.188441321253777e-002;8.534247986972332e-003
0.1009570434689522;2.610000083222985e-004;2.610000083222985e-004;6.659999489784241e-002;6.047134473919869e-002;1.26564484089613e-002;9.672071784734726e-003;3.089037491008639e-003;1.098336186259985e-002
0.1010115742683411;2.613333344925195e-004;2.613333344925195e-004;6.659999489784241e-002;5.00645786523819e-002;1.472101826220751e-002;9.943816810846329e-003;9.744770941324532e-004;1.039295550435782e-002
0.1010913103818893;2.616666606627405e-004;2.616666606627405e-004;6.659999489784241e-002;5.902654305100441e-002;1.468312460929155e-002;9.649491868913174e-003;1.115876366384327e-003;5.762229207903147e-003
0.1013617739081383;2.619999868329614e-004;2.619999868329614e-004;6.659999489784241e-002;6.345786154270172e-002;1.337586715817452e-002;1.574113965034485e-002;2.523411810398102e-002;9.004766121506691e-003
0.1013753563165665;2.623333421070129e-004;2.623333421070129e-004;6.659999489784241e-002;5.159078165888786e-002;1.096126064658165e-002;9.994749911129475e-003;3.302115248516202e-003;3.519731108099222e-003
0.1015875786542893;2.626666682772338e-004;2.626666682772338e-004;6.659999489784241e-002;5.3153395652771e-002;1.462734490633011e-002;1.008883863687515e-002;4.779335868079215e-004;8.294533006846905e-003
0.1015921011567116;2.629999944474548e-004;2.629999944474548e-004;6.659999489784241e-002;6.257998943328857e-002;1.233227271586657e-002;6.507689598947763e-003;6.043973844498396e-003;4.20318404212594e-003
0.1019572839140892;2.633333206176758e-004;2.633333206176758e-004;6.659999489784241e-002;5.008040741086006e-002;1.170581858605146e-002;9.606140665709972e-003;1.027739956043661e-003;4.577786196023226e-003
0.1022769883275032;2.643333282321692e-004;2.643333282321692e-004;6.659999489784241e-002;5.38860447704792e-002;1.622060313820839e-002;9.191839955747128e-003;7.464688969776034e-004;6.436495576053858e-003
0.1027234047651291;2.653333358466625e-004;2.653333358466625e-004;6.911999732255936e-002;5.574872717261314e-002;1.117296796292067e-002;8.952559903264046e-003;1.185371191240847e-003;2.023096894845367e-003
0.1032882258296013;2.663333434611559e-004;2.663333434611559e-004;6.911999732255936e-002;4.888544604182243e-002;1.096705999225378e-002;9.539620019495487e-003;9.830479975789785e-004;6.534365471452475e-003
0.103588193655014;2.669999958015978e-004;2.669999958015978e-004;6.911999732255936e-002;5.993887037038803e-002;1.533035840839148e-002;9.827994741499424e-003;1.503811217844486e-003;3.865032689645886e-003
0.1036501228809357;2.673333219718188e-004;2.673333219718188e-004;6.911999732255936e-002;5.978479981422424e-002;1.449780352413654e-002;9.418959729373455e-003;1.022115349769592e-003;3.047198290005326e-003
0.1036779060959816;2.676666772458702e-004;2.676666772458702e-004;6.911999732255936e-002;7.773488014936447e-002;1.603523828089237e-002;1.873207278549671e-002;6.338213384151459e-002;3.574744984507561e-002
0.1038172021508217;2.680000034160912e-004;2.680000034160912e-004;6.911999732255936e-002;6.698658317327499e-002;1.480510272085667e-002;1.656138338148594e-002;3.889879584312439e-002;1.224855519831181e-002
0.1043160036206245;2.690000110305846e-004;2.690000110305846e-004;7.075999677181244e-002;7.688724994659424e-002;1.402642577886581e-002;2.014043182134628e-002;7.351083308458328e-002;3.670527040958405e-002
0.1043384000658989;2.693333372008055e-004;2.693333372008055e-004;7.075999677181244e-002;5.159435421228409e-002;8.702178485691547e-003;8.998589590191841e-003;7.12229055352509e-004;1.411398290656507e-003
0.1044708862900734;2.699999895412475e-004;2.699999895412475e-004;7.075999677181244e-002;7.04510360956192e-002;1.552072446793318e-002;1.858135871589184e-002;3.895184397697449e-002;1.517110411077738e-002
0.1045092791318893;2.703333448152989e-004;2.703333448152989e-004;7.075999677181244e-002;5.875213816761971e-002;1.000435743480921e-002;1.012864150106907e-002;1.11065583769232e-003;3.869786625728011e-003
0.1045997366309166;2.709999971557409e-004;2.709999971557409e-004;7.075999677181244e-002;6.007686257362366e-002;1.16957975551486e-002;9.592253714799881e-003;3.346886078361422e-004;2.111120382323861e-003
0.1046596989035606;2.713333233259618e-004;2.713333233259618e-004;7.075999677181244e-002;7.47217983007431e-002;1.599183678627014e-002;1.861897855997086e-002;8.385107666254044e-002;4.010201245546341e-002
0.1049512028694153;2.723333309404552e-004;2.723333309404552e-004;7.075999677181244e-002;5.631279945373535e-002;1.012421492487192e-002;9.833600372076035e-003;4.057698883116245e-003;3.141773631796241e-003
